X1,Provider.Type,Doctor Identifier,Number.of.Services,Number.of.Beneficiaries,Total.Submitted.Charge.Amount,Total.Allowed.Amount,Total.Payment.Amount,Total.Standardized.Payment.Amount,Number.of.Drug.Services,Total.Drug.Submitted.Charge.Amount,Total.Drug.Allowed.Amount,Total.Drug.Payment.Amount,Total.Drug.Standardized.Payment.Amount,Number.of.Medical.Services,Percent.Atrial.Fibrillation,Percent.Alzheimer.s.Disease.or.Dementia,Percent.Asthma,Percent.Cancer,Percent.Heart.Failure,Percent.Chronic.Kidney.Disease,Percent.Chronic.Obstructive.Pulmonary.Disease,Percent.Depression,Percent.Diabetes,Percent.Hyperlipidemia,Percent.Hypertension,Percent.Ischemic.Heart.Disease,Percent.Osteoporosis,Percent.Rheumatoid.Arthritis.or.Osteoarthritis,Percent.Schizophrenia.or.Other.Psychotic.Disorders,Percent.Stroke,Average.HCC.Risk.Score.of.Beneficiaries,Freq,Specialty.Category,Risk.x,Risk.y
15146,Physical Therapist,857904761,1932,272,170429,83458.38,59660.37,56245.55,173,10415,6017.28,5879.23,5879.23,1759,16,10,6,16,17,17,8,15,23,37,60,28,7,34,1.76,1.74,1.12,745,PTOT,0.465607627663658,0.49314561989807
15147,Physical Therapist,738836231,562,279,798485.39,251626.3,195011.7,183472.9,0,0,0,0,0,562,9,3.99,12,14,11,21,8,35,27,52,63,30,12,75,4,2.01,1.13,745,PTOT,0.449768721857705,0.47923718821733
15148,Physical Therapist,610047518,2801,1018,543603,382680.67,279515.4,271970.76,0,0,0,0,0,2801,11,7,10,11,12,22,12,21,35,70,75,30,11,36,3,4,1.19,745,PTOT,0.477893947968417,0.5204435429748
15149,Physical Therapist,581161822,4149,787,299403,152967.19,106766.86,97605.59,13,256,184.62,180.22,180.22,4136,10,6,6,14,12,24,6,12,18,55,59,24,5,31,2,4,0.96,745,PTOT,0.456238561646772,0.491055799356067
15150,Physical Therapist,669217248,572,321,149918,44634.09,33507.07,32669.39,0,0,0,0,0,572,16,12,16,14,32,55,13,31,75,60,75,47,13,39,6,10,2.07,745,PTOT,0.423656126108492,0.442240949252965
15151,Physical Therapist,927641093,245,80,66393,18675.8,13123.91,12670.53,0,0,0,0,0,245,0.58,0.54,15,0.47,14,25,0.65,35,45,41,71,19,0.35,31,0.28,0.26,1.5,745,PTOT,0.376764143670499,0.422272363235006
15152,Physical Therapist,174680583,116,12,6955,4259.71,3276.15,3329.4,0,0,0,0,0,116,0,0,0.14,0.11,0,0,0,0.31,0.27,0.47,0.55,0.31,0.08,0.34,0,0,0.92,745,PTOT,0.447966774552762,0.450572020636643
15153,Physical Therapist,746380581,151,149,130648,25904.97,20079.89,19940.01,0,0,0,0,0,151,17,12,15,20,21,40,11,34,34,60,74,42,9,44,0.33,0.32,1.86,745,PTOT,0.404182846644242,0.418136534951545
15154,Physical Therapist,595393394,87,16,16382,8631.53,6107.3,6110.52,0,0,0,0,0,87,0,0,0.3,0.23,0.46,0.58,0.35,0.65,0.56,0.99,1.17,0.66,0.18,0.72,0.18,0.14,1.75,745,PTOT,0.454907149895257,0.449475594977824
15155,Physical Therapist,146858326,2476,766,451947,198205.26,154588.51,180549.23,0,0,0,0,0,2476,32,43,28,15,50,55,44,60,49,73,75,61,13,48,26,16,2.33,745,PTOT,0.559843897643978,0.584935054060721
15156,Physical Therapist,957021383,2819,515,482516,172771.87,124790.72,115927.21,788,12356,5844.19,4524.07,4524.07,2031,14,7,12,12,16,23,9,24,22,58,70,25,18,75,3,4,1.3,745,PTOT,0.510093090232895,0.5130754065746
15157,Physical Therapist,405063977,948,30,40165,25606.56,19715.35,17400.94,0,0,0,0,0,948,0.46,0.37,0.4,0.43,0.62,0.85,0.46,0.76,0.9,37,37,1.05,0.29,43,0,0,0.78,745,PTOT,0.427025785153514,0.470681549215011
15158,Physical Therapist,450205839,577,191,115153,49491.51,36692.4,36496.27,0,0,0,0,0,577,30,32,44,17,64,62,57,75,50,66,75,60,14,41,15,13,3.04,745,PTOT,0.509010039124561,0.526455074553428
15159,Physical Therapist,192466916,983,331,165126,86640.17,65291.77,66492.47,0,0,0,0,0,983,26,19,26,11,42,54,35,26,47,66,75,60,10,40,1.97,11,2.25,745,PTOT,0.443528231718148,0.473542512814765
15160,Physical Therapist,314813728,1259,259,171559,74518.77,58366.97,56281.53,0,0,0,0,0,1259,17,26,27,18,24,32,23,56,22,70,75,37,20,75,13,7,1.46,745,PTOT,0.453355235135399,0.480150634433802
15161,Physical Therapist,386165241,109,12,23165,10531.37,7905.25,7920.16,0,0,0,0,0,109,0,0.32,0.29,0.22,0.45,0.56,0.34,0.64,0.54,0.95,1.12,0,0.17,0.68,0.18,0,0.86,745,PTOT,0.449733081246582,0.456180930518897
15162,Physical Therapist,695399603,5031,3064,443584,145978.95,109858.17,110139.03,0,0,0,0,0,5031,19,19,21,13,26,35,24,37,29,57,70,34,14,41,9,9,1.65,745,PTOT,0.480014863596477,0.491676566711132
15163,Physical Therapist,979153037,163,73,77227,22878.25,17700.94,17205.48,0,0,0,0,0,163,34,21,36,21,67,64,45,37,41,71,75,73,15,34,0.29,0.26,2.39,745,PTOT,0.505661662631255,0.530099451503359
15164,Physical Therapist,671587982,53,50,6999,6687.96,4637.05,4578.73,0,0,0,0,0,53,0.41,0.39,0.41,0.32,0.6,0.78,0.46,24,24,50,52,30,0.24,44,0.21,0.18,0.85,745,PTOT,0.38509616479788,0.404799073257104
15165,Physical Therapist,133502692,1211,619,331707,94364.4,73578.14,85670.96,0,0,0,0,0,1211,32,36,38,16,50,58,46,59,51,75,75,62,16,48,23,18,2.42,745,PTOT,0.523950134985441,0.566599039157892
15166,Physical Therapist,671904864,84,18,5385,2525.68,1909.93,1813.19,0,0,0,0,0,84,0.11,0,0.11,0.09,0.16,0.21,0,0.21,0.21,0.39,61,0.24,0.07,0.28,0,0,0.72,745,PTOT,0.444119348168895,0.432019034665173
15167,Physical Therapist,537357776,80,51,8570,4950.64,3891.2,4441.18,0,0,0,0,0,80,0.33,0,0.34,0,0.5,0.63,0.39,57,0.6,22,22,0.7,0,0.75,0.2,0,1.17,745,PTOT,0.426794485040328,0.44921067044464
15168,Physical Therapist,477747722,407,116,136027,38534.91,29071.29,28208.49,0,0,0,0,0,407,12,0.91,11,75,10,31,22,22,22,41,55,24,10,26,0.49,0.44,2.53,745,PTOT,0.436983051425538,0.465223953374926
15169,Physical Therapist,671677442,8782,1003,853238,274195.09,209509.26,207279.72,1624,39186,12479.11,9777.16,9777.16,7158,11,5,14,9,14,31,14,28,72,75,71,29,11,38,6,4,1.35,745,PTOT,0.581053258356853,0.600407168822628
15170,Physical Therapist,691355707,279,190,39858.42,13710.57,9097.26,10858.87,18,494.14,141.33,84.95,84.95,261,8,1.17,14,0.83,9,25,16,29,23,55,61,25,6,40,0.67,0.53,1.09,745,PTOT,0.381078932456116,0.431540698551418
15171,Physical Therapist,176217552,431,371,342349,35655.73,25825.88,29220.91,0,0,0,0,0,431,12,13,15,9,19,25,20,41,30,55,63,31,8,40,13,6,1.36,745,PTOT,0.395287444376122,0.431096293544421
15172,Physical Therapist,769822469,171,168,381897.5,40134.97,31129.81,31473.51,0,0,0,0,0,171,16,0,18,23,19,34,16,34,29,55,71,32,9,49,0,0.01,1.63,745,PTOT,0.38992472430918,0.429827044293026
15173,Physical Therapist,548676743,429,43,25740,17734.62,13242.79,13236.1,0,0,0,0,0,429,0.61,0.65,0.61,0,0.92,1.17,0.71,26,1.13,44,49,1.32,0.35,37,0.36,0.28,0.79,745,PTOT,0.394978828725176,0.422617091998662
15174,Physical Therapist,146343331,390,359,94911,26106.11,19168.84,18424.92,0,0,0,0,0,390,34,14,23,16,58,51,21,33,40,69,75,66,13,42,6,16,2.33,745,PTOT,0.476656676374896,0.478446936738554
15175,Physical Therapist,891084145,2089,1085,480645,195724.21,144141.86,141432.92,0,0,0,0,0,2089,13,8,15,10,12,16,14,24,27,64,67,28,11,41,4,4,1.18,745,PTOT,0.443314892950518,0.467742294254454
15176,Physical Therapist,482844277,216,105,7323.92,7264.92,7119.62,7359.38,112,4915.81,4856.81,4759.38,4759.38,104,10,1.28,1.69,1.62,2.01,14,1.85,3.43,33,50,67,30,10,34,0.54,0.59,1.01,745,PTOT,0.437674972077244,0.468776319757506
15177,Physical Therapist,251112545,622,259,168913,50392.07,35938.13,34696.75,0,0,0,0,0,622,10,9,5,11,14,18,6,16,19,63,67,28,6,31,0.87,0.82,0.98,745,PTOT,0.382422073186143,0.420439772054926
15178,Physical Therapist,213049401,295,19,20468,6193.57,5132.36,4911.87,0,0,0,0,0,295,0,0.08,0.09,0.08,0.13,0.18,0.1,0.17,75,63,75,0.21,0.06,0.25,0,0.04,1.27,745,PTOT,0.419201640138,0.447676446108939
15179,Physical Therapist,383241394,3027,905,269265,144036.87,105107.85,97616.37,148,740,140.73,110.43,110.43,2879,15,11,15,11,19,34,15,24,48,67,75,39,9,43,4,6,1.5,745,PTOT,0.450132111303841,0.473506963296372
15180,Physical Therapist,689531924,154,88,8197.63,7489.99,5782.16,6410.76,40,1836.63,1741.18,1706.36,1706.36,114,1.04,0.88,1.02,0.87,1.33,23,1.14,2.1,22,40,55,20,0.72,31,0.44,0.4,1.02,745,PTOT,0.414184433627523,0.436577042626324
15181,Physical Therapist,277199341,5440,546,785082.12,296376.94,219062.5,218419.92,2767,229525.12,79957.59,62615.49,62615.49,2673,9,8,16,10,12,15,12,32,20,45,58,21,21,75,2,3,1.34,745,PTOT,0.610558180728527,0.59653285701921
15182,Physical Therapist,104948682,268,30,38003,20444.02,15062.14,14935.09,0,0,0,0,0,268,0.63,0.67,0.63,0.48,0.95,1.21,0.73,75,1.17,40,40,1.37,0.37,47,0.38,0.29,1.03,745,PTOT,0.427643104350672,0.446529110973159
15183,Physical Therapist,466504307,1288,267,82305,48980.1,34312.82,31494.47,0,0,0,0,0,1288,25,68,15,16,42,48,21,45,58,52,75,52,12,46,19,10,2.23,745,PTOT,0.456758091196361,0.48478712334591
15184,Physical Therapist,572908660,5410,912,818815,356446.59,273219.19,272238,2558,76902,73521.49,57649.76,57649.76,2852,28,17,53,18,46,44,58,39,43,73,75,57,14,44,10,11,2.26,745,PTOT,0.644940284004738,0.649346796396592
15185,Physical Therapist,917360513,132,38,43849,12748.55,9887.26,9665.78,0,0,0,0,0,132,0.31,0.3,0.31,0.25,61,75,0.36,55,50,50,75,71,0.18,29,0.16,0.14,3.78,745,PTOT,0.479623927541349,0.455416676013672
15186,Physical Therapist,746331401,141,73,34617,13836.25,10331.29,10231.64,0,0,0,0,0,141,25,0.53,0.55,0.44,47,75,0.63,21,25,56,74,49,0.33,34,0.29,0.25,2.51,745,PTOT,0.442713994615902,0.45249712526978503
15187,Physical Therapist,626376871,699,38,94105,72968.42,56908.65,57171.36,0,0,0,0,0,699,2.04,2.36,2.06,1.49,3.17,3.98,2.44,75,3.8,50,55,4.42,1.16,50,1.36,0.98,1.36,745,PTOT,0.434854606698726,0.452792950129725
15188,Physical Therapist,397235670,588,57,32355,25144.27,18145.34,17533.96,0,0,0,0,0,588,0.86,0,0.85,0.68,1.28,1.65,0.98,19,21,47,44,1.89,0,32,0.48,0.4,0.85,745,PTOT,0.39357624941679,0.41633195213516
15189,Physical Therapist,707600708,95,29,11080,7804.16,5688.31,5685.36,0,0,0,0,0,95,0.33,0.34,0.33,0.25,0.49,0.63,38,75,0.61,45,48,0.72,0,45,0.19,0.15,1.79,745,PTOT,0.443969917768526,0.477870532761399
15190,Physical Therapist,543871359,439,76,59653,23047.58,17357.73,17013.18,109,6535,3432.58,2676.27,2676.27,330,0.66,0.62,0.66,14,16,14,17,29,20,58,64,33,0.41,75,0.33,0.3,1.01,745,PTOT,0.431871165389823,0.450169523807073
15191,Physical Therapist,840336564,90,53,15088,5326.74,4039.14,3766.89,0,0,0,0,0,90,0.28,0.22,0.27,0.24,0.39,0.52,0.3,0.51,0.52,45,38,0.62,0.17,38,0.11,0.12,0.67,745,PTOT,0.415399216517949,0.441460463361893
15192,Physical Therapist,681429276,158,28,7306,7306,5270.9,6604.25,0,0,0,0,0,158,0,0,0.45,0,0.68,0.83,0.53,64,0.76,1.26,39,0.88,0.23,0.91,0.33,0.21,1.71,745,PTOT,0.447085602640193,0.463359411469843
15193,Physical Therapist,861232802,93,46,25610.8,6606.53,5099.76,5716.73,16,887.3,356.67,279.61,279.61,77,0.3,0.33,0.32,0.22,0.47,0.6,0.37,39,33,65,70,0.65,0.18,72,0.19,0.14,1.11,745,PTOT,0.421322084903106,0.439489126012095
15194,Physical Therapist,659954539,376,174,11716.64,11676.75,11443.37,13950.23,188,9471.97,9439.52,9250.23,9250.23,188,8,2.71,11,7,10,14,7,16,31,59,63,27,12,36,1.23,1.19,0.95,745,PTOT,0.454451235034187,0.50323252574827
15195,Physical Therapist,257637989,1967,230,394104.5,185690.24,139607.89,124194.16,564,15068.5,1703.97,1336.27,1336.27,1403,9,9,22,9,17,21,19,44,27,55,67,32,7,75,1.52,1.78,1.53,745,PTOT,0.461751333235252,0.492227903642999
15196,Physical Therapist,462591660,410,137,102480.25,21580.37,16886.18,18129.23,174,3196,2009.79,1575.79,1575.79,236,9,0.76,17,0.6,12,18,20,36,27,61,72,23,9,53,0.43,0.36,1.05,745,PTOT,0.404120876023255,0.447562942762283
15197,Physical Therapist,161076360,598,354,186488,70178.54,53809.29,51980.21,0,0,0,0,0,598,19,30,14,11,22,30,16,40,30,60,74,43,13,43,8,22,1.57,745,PTOT,0.408088483840465,0.455241727211442
15198,Physical Therapist,748824027,24,24,7e3,1983.32,1495.83,1456.52,0,0,0,0,0,24,0.12,0,0,0.1,0.17,0.23,0.14,0.23,0.23,50,0.5,0.27,0.07,54,0,0,0.68,745,PTOT,0.436598827838782,0.460886159987914
15199,Physical Therapist,350405857,783,372,137761.5,74804.19,55770.39,55380.63,0,0,0,0,0,783,11,71,20,7,32,36,26,71,44,57,75,49,15,35,59,12,2.21,745,PTOT,0.473177558463617,0.498530446273007
15200,Physical Therapist,960373294,221,160,149788,25183.88,19679.43,20554.93,0,0,0,0,0,221,13,13,14,8,19,37,13,39,33,49,68,29,8,38,10,0.31,1.52,745,PTOT,0.380665716993938,0.411303675968548
15201,Physical Therapist,725874591,719,54,31178.11,30730.62,22832.22,22056.25,0,0,0,0,0,719,0.99,1.03,0.97,0.77,1.48,1.9,1.13,26,22,54,63,2.17,0,52,0.56,0.46,1.13,745,PTOT,0.387843519501545,0.421408755469222
15202,Physical Therapist,676389528,168,107,79752,22555.5,17612.41,20662.33,0,0,0,0,0,168,36,22,37,16,63,58,49,52,40,68,75,68,11,38,14,17,2.63,745,PTOT,0.497379014645983,0.545987695344329
15203,Physical Therapist,186667835,93,45,22445,8072.76,5968.38,5982.01,0,0,0,0,0,93,0.33,0.32,0.33,0,0.49,0.63,0.38,33,0.61,38,38,0.72,0.2,24,0.17,0.15,1,745,PTOT,0.402480507518858,0.429951822081041
15204,Physical Therapist,130196309,322,146,46136.44,23864.42,18345.11,17700.51,19,667,428.53,418.12,418.12,303,10,1,12,11,8,13,8,25,17,49,47,22,12,42,0.52,0.49,1.04,745,PTOT,0.390966070332221,0.413112536306081
15205,Physical Therapist,880610422,58,52,13363,2890.16,1999.45,2377.68,0,0,0,0,0,58,0.25,0.24,0.26,0.19,21,29,0.29,44,31,42,63,37,0.15,31,0.14,0.11,1.75,745,PTOT,0.407350045998837,0.425729723782497
15206,Physical Therapist,160022569,4074,2799,496261,155592.56,117504.82,119341.96,0,0,0,0,0,4074,26,24,24,13,40,49,26,42,40,65,75,49,12,45,10,19,2.13,745,PTOT,0.495185431867509,0.533033933832147
15207,Physical Therapist,379861098,122,16,7930,4626.85,3347.42,3149.42,0,0,0,0,0,122,0,0,0.16,0.13,0,0,0.18,0.31,0.3,0.56,0.65,0.35,0.1,0.4,0.08,0,0.71,745,PTOT,0.453295695931817,0.450597281322919
15208,Physical Therapist,612408935,262,14,42405,26250.81,20465.67,19999.41,0,0,0,0,0,262,0,0,0.63,0,0,1.24,0.75,75,1.2,2.14,2.5,1.4,0.37,1.52,0,0,0.9,745,PTOT,0.461878240300355,0.477408520094964
15209,Physical Therapist,127979692,75,47,22877.38,8121.55,6368.81,5945.17,0,0,0,0,0,75,0.28,0.23,0.27,28,0.39,43,0.3,0.51,23,45,64,43,0.17,45,0.11,0.12,1.51,745,PTOT,0.417815650737458,0.437718675279269
15210,Physical Therapist,328744947,846,700,364939,104589.9,79474.31,78124.08,0,0,0,0,0,846,19,19,23,15,35,44,25,50,36,52,75,47,15,42,18,11,2.25,745,PTOT,0.431360496528769,0.463107085194392
15211,Physical Therapist,475848865,502,15,26376,15233.48,13490.96,14703.75,0,0,0,0,0,502,0,0,0.36,0,0,0.67,0.44,75,0.61,0.97,1.14,0.69,0.17,0.68,0.31,0.17,1.53,745,PTOT,0.465282906539321,0.482915363757345
15212,Physical Therapist,328131634,5963,847,779240,370282.23,276268.35,268935.98,0,0,0,0,0,5963,14,6,8,13,11,16,8,12,21,55,59,26,8,33,2,4,0.93,745,PTOT,0.515901715006237,0.55464048085775
15213,Physical Therapist,433853556,680,51,30060,20293.65,15417.67,13465.57,0,0,0,0,0,680,24,0.38,0.44,0.46,0.67,0.91,0.5,25,22,55,63,29,0.31,75,0,0.21,0.99,745,PTOT,0.414429437663847,0.442295888392126
15214,Physical Therapist,266237443,996,281,253403,87402.47,69292.93,65334.92,152,17465,14260.5,13949.35,13949.35,844,7,9,10,12,10,15,8,22,17,40,53,20,8,36,1.82,4,0.91,745,PTOT,0.49408038995921,0.500130338536942
15215,Physical Therapist,271470958,24,23,6883,1843.57,1445.38,1703.78,0,0,0,0,0,24,0.13,0.13,0.13,0,0.19,0.24,0.15,57,0.23,0.41,0.48,0.27,0,0.29,0.08,0.06,1.31,745,PTOT,0.455472568382774,0.473326991597968
15216,Physical Therapist,858738674,217,86,135651,45711.04,34794.58,34070.13,0,0,0,0,0,217,17,1.15,15,27,20,26,19,24,35,70,74,40,0.67,37,0.63,0.53,1.57,745,PTOT,0.40521285400748,0.442680908107468
15217,Physical Therapist,250682864,173,12,11212.94,11191.21,8589.16,8481.23,0,0,0,0,0,173,0.34,0,0,0.26,0,0,0,0.73,0.63,1.13,1.32,0,0.2,0.8,0,0,0.77,745,PTOT,0.451591607098294,0.455940913025374
15218,Physical Therapist,360252509,80,41,21577,6397.66,4330.55,4193.73,0,0,0,0,0,80,0.29,0.26,0.28,0.23,0.42,0.54,0.32,29,0.53,51,63,0.63,0.17,46,0.13,0.13,1.06,745,PTOT,0.39769544399771,0.421661268550779
15219,Physical Therapist,577228959,801,202,134106,58417.19,43753.43,52639.8,0,0,0,0,0,801,12,10,18,14,26,32,17,27,22,51,67,30,12,29,2.21,6,2.44,745,PTOT,0.39748472184746,0.438611550811029
15220,Physical Therapist,447029116,28066,340,1731538,748071.95,581500.02,578521.75,19284,869200,486428.59,381359.68,381359.68,8782,11,9,20,10,20,29,21,39,38,65,73,36,10,41,6,6,1.6,745,PTOT,0.648414259209139,0.630054168026263
15221,Physical Therapist,202539579,3369,671,601553,248283.91,189686.45,189093.68,1628,48913,46424.13,36003.81,36003.81,1741,30,20,51,16,50,46,64,42,44,73,75,59,17,41,11,10,2.29,745,PTOT,0.628596904299001,0.61734278411581
15222,Physical Therapist,603227459,225,133,34043,16944.23,13034.45,12254.51,0,0,0,0,0,225,0.8,0.68,0.78,11,1.14,11,0.88,22,13,35,43,11,11,35,0.35,0.35,0.83,745,PTOT,0.393571290776976,0.431311789555759
15223,Physical Therapist,734563154,909,432,366995,135066.64,101802.35,97335.56,0,0,0,0,0,909,16,26,10,11,19,25,12,31,28,62,71,36,9,42,7,19,1.33,745,PTOT,0.41332175041837,0.456211577813228
15224,Physical Therapist,540767217,411,150,488029.5,115531.83,88035.8,87130.32,0,0,0,0,0,411,11,9,28,12,22,29,15,53,44,45,69,28,15,51,8,0.94,1.74,745,PTOT,0.426593308700044,0.434176791998822
15225,Physical Therapist,942958928,33,13,18440,6089.45,4774.13,4849.97,0,0,0,0,0,33,0,0,0.17,0.12,0,0.32,0,0.36,0.3,0.53,0.62,0.35,0.09,0.38,0,0,0.65,745,PTOT,0.453177795684925,0.45406437033996
15226,Physical Therapist,218245806,329,120,204449.5,52152.74,39715.55,38757.81,0,0,0,0,0,329,14,1.05,22,23,14,32,10,30,22,51,65,30,15,42,0.57,0.51,1.65,745,PTOT,0.389801221635168,0.4235748084495
15227,Physical Therapist,140503386,1037,41,47360,31038.33,23499.5,22414.48,0,0,0,0,0,1037,0.78,0.8,0.75,0.62,1.15,1.49,0.87,1.59,1.47,63,56,32,0.46,51,0.43,0,1.07,745,PTOT,0.422524119628018,0.4299907473642
15228,Physical Therapist,454139302,1997,402,366344,131868.71,99294.24,99314.27,0,0,0,0,0,1997,24,17,15,17,50,75,19,36,55,69,75,52,13,37,10,8,4.4,745,PTOT,0.475037575159874,0.506606394735474
15229,Physical Therapist,644124757,603,158,95776,33028.56,24798.08,28840.18,0,0,0,0,0,603,51,9,25,12,73,58,29,31,47,75,75,75,8,47,1.11,9,2.51,745,PTOT,0.471598420495052,0.507539946446285
15230,Physical Therapist,322113327,41,32,74602.8,12249.46,9603.58,9524.25,0,0,0,0,0,41,0.13,0.11,0.14,0.11,0.2,0.26,0.16,47,0.24,34,56,34,0.08,53,0.06,0.06,1.29,745,PTOT,0.414742765210093,0.425344421485781
15231,Physical Therapist,917139724,66732,1935,3657844.3,2597775.11,2023332.53,2175167.34,0,0,0,0,0,66732,30,50,30,17,54,53,40,61,49,72,75,59,15,52,31,18,2.7,745,PTOT,0.639107870001424,0.659184819653015
15232,Physical Therapist,809488514,274,259,144340.4,28366.69,22100.25,22263.61,0,0,0,0,0,274,11,12,11,20,17,26,17,26,29,57,60,30,8,36,8,5,1.33,745,PTOT,0.381156136489038,0.418088307113852
15233,Physical Therapist,784142513,9366,853,929893.15,409103.33,329435.2,324083.53,464,34975.56,23670.16,23058.37,23058.37,8902,10,11,11,8,14,18,11,22,20,39,55,21,6,30,4,4,1.1,745,PTOT,0.598070829859045,0.600636299189185
15234,Physical Therapist,576800102,3321,2383,357375,97958.96,75005.96,73775.03,0,0,0,0,0,3321,23,23,25,18,36,44,25,42,33,60,75,55,15,48,11,12,2.06,745,PTOT,0.474676741926977,0.507429267661856
15235,Physical Therapist,905618351,516,129,106586,39308.74,28635.74,28304.99,0,0,0,0,0,516,1.28,1.29,16,1,1.92,17,1.48,75,25,34,45,20,0.76,39,11,0.59,1.11,745,PTOT,0.418249476763083,0.438333166550035
15236,Physical Therapist,667049439,398,147,63280,55420.95,40568.9,38140.34,0,0,0,0,0,398,1.97,1.9,10,10,9,21,2.22,22,30,50,52,20,1.18,31,1.01,0.9,1.08,745,PTOT,0.383124126686494,0.417517666949758
15237,Physical Therapist,953218027,517,265,145316,64072.21,47335.08,47158.38,0,0,0,0,0,517,24,75,14,13,44,57,18,55,31,63,75,49,16,44,22,14,2,745,PTOT,0.457055030228148,0.481712135538574
15238,Physical Therapist,130075631,2365,356,250005,175413.98,123236.19,121636.46,98,2625,1419.07,1363.57,1363.57,2267,10,10,6,11,9,32,8,17,17,47,53,26,6,29,3.89,5,1.02,745,PTOT,0.464905016503919,0.475309832534599
15239,Physical Therapist,593093122,24,20,3010,2597.88,1934.97,1752.56,0,0,0,0,0,24,0,0.11,0.13,0.11,0.19,0.25,0.15,0.25,0.25,0.47,0.55,0.3,0.08,0.33,0.06,0,0.73,745,PTOT,0.453830814197035,0.455087261366015
15240,Physical Therapist,438137414,1084,76,41853,13598.6,9698.88,11173.97,0,0,0,0,0,1084,0.55,0.68,29,0.36,0.87,1.07,0.67,33,24,58,49,17,0.31,39,0.4,0.26,1.02,745,PTOT,0.40297373853011,0.445429025693126
15241,Physical Therapist,110253014,169,32,53016,15653.48,10701.74,11069.44,0,0,0,0,0,169,0.5,0.55,0.52,0.37,0.77,0.98,0.6,75,0.93,38,41,1.09,0.29,1.2,0,0.24,1.15,745,PTOT,0.43116755471727,0.449044373612814
15242,Physical Therapist,755914022,1368,40,76835,41556.74,32203.4,29938.82,0,0,0,0,0,1368,0.78,0.75,0.73,0,1.13,1.48,0.84,30,1.5,50,50,1.75,0.47,60,0,0.35,0.96,745,PTOT,0.420634402789692,0.453392885502818
15243,Physical Therapist,766968572,1170,569,292756,122490.56,93431.27,99167.24,0,0,0,0,0,1170,30,23,17,14,50,46,32,38,40,72,75,59,15,50,12,13,1.9,745,PTOT,0.476939198669289,0.493235641866167
15244,Physical Therapist,409612378,5093,3202,299887,110504.54,83207.18,82740.88,0,0,0,0,0,5093,18,15,15,16,26,31,20,28,28,63,73,34,12,44,6,7,1.46,745,PTOT,0.459297083368041,0.476984948911448
15245,Physical Therapist,674186889,135,44,75756,27545.21,21039.58,21248.2,0,0,0,0,0,135,0.73,30,27,0.54,30,50,25,30,48,64,75,68,0.42,36,0.46,59,1.71,745,PTOT,0.484427035343003,0.476916084343455
15246,Physical Therapist,837151456,98,12,3136,2627.53,2574.92,2233.27,0,0,0,0,0,98,0,0.01,0.03,0,0,0.07,0.03,0.04,75,75,75,0.09,0.03,0.11,0,0,0.96,745,PTOT,0.427370389833441,0.469232138517032
15247,Physical Therapist,771045095,207,125,137201.5,19688.04,15231.22,15539.53,0,0,0,0,0,207,12,21,31,18,27,42,36,50,38,64,75,34,0.24,48,13,0.18,1.8,745,PTOT,0.431540333395736,0.474363701741795
15248,Physical Therapist,987840726,3443,1318,1255105,404888.44,286483.95,262203.99,0,0,0,0,0,3443,10,7,10,12,16,26,11,20,40,54,68,29,9,33,4,4,1.24,745,PTOT,0.4873323434936,0.536703571652458
15249,Physical Therapist,241219550,180,178,98330.8,19329.04,15219.24,15328.81,0,0,0,0,0,180,16,8,12,20,21,30,16,23,26,63,69,38,8,43,8,0.34,1.5,745,PTOT,0.383550064520862,0.42376994931281
15250,Physical Therapist,459510271,1485,1239,1187229,220999.2,172243.45,171488.61,0,0,0,0,0,1485,20,25,28,11,34,43,31,49,38,62,75,46,10,40,16,12,2.1,745,PTOT,0.495902682712283,0.534529749450967
15251,Physical Therapist,270522830,103,17,17489,6826.46,4799.54,5017.03,0,0,0,0,0,103,0.25,0,0,0.18,0.38,0.48,0,65,0.46,0.8,0.95,0.54,0.14,0.58,0.16,0.12,0.93,745,PTOT,0.458920660775099,0.467112373172277
15252,Physical Therapist,694534916,707,464,418496,126213.67,93448.57,94658.37,0,0,0,0,0,707,12,9,13,30,12,18,11,26,20,53,61,20,10,33,4,5,1.16,745,PTOT,0.40964418038481,0.455949942706038
15253,Physical Therapist,557455285,249,58,31690,12575.98,9492.07,10010.56,0,0,0,0,0,249,0.5,0.54,0.51,0.36,0.76,0.97,0.59,75,19,1.62,36,21,0.29,26,28,0.24,1.68,745,PTOT,0.46606047251833,0.449302016128095
15254,Physical Therapist,535090713,1287,414,359044,115105.2,85884.28,80346.88,0,0,0,0,0,1287,34,20,23,14,51,46,30,36,43,71,75,63,9,32,11,10,1.9,745,PTOT,0.469661790202499,0.476247463509758
15255,Physical Therapist,946282940,24,21,6840,2358.67,1849.17,2166.34,0,0,0,0,0,24,0.15,0.16,0.16,0.11,0.23,0.29,57,62,0.27,71,75,0.32,0.09,57,0.1,0.07,1.63,745,PTOT,0.446480543929707,0.501880965132674
15256,Physical Therapist,117265405,2739,849,229e4,257964.55,194765.04,177702.53,86,868,228.61,167.14,167.14,2653,7,5,16,8,11,19,18,32,29,60,67,24,7,75,3,4,1.16,745,PTOT,0.499140705594992,0.520402211150125
